Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Response Time CV,Final Batch Dispatch Time,10.05.2021;21:08:33348
0.5,10.0,9,0,0,0.2284444444444444,0.43835074569454674,0.525
1.5,8.0,8,0,0,0.111375,0.5449891818639948,1.447
2.5,10.0,10,0,0,0.07379999999999999,0.3827656790590547,2.462
3.5,11.0,11,0,0,0.09381818181818181,0.327206744965755,3.414
4.5,11.0,12,0,0,0.07775,0.5055087813355583,4.472
5.5,12.0,12,0,0,0.07175000000000001,0.43845083731811724,5.507
6.5,10.0,9,0,0,0.06277777777777778,0.5543144131582501,6.385
7.5,11.0,12,0,0,0.07833333333333334,0.48718885197506884,7.53
8.5,9.0,9,0,0,0.07166666666666666,0.5675228687887046,8.478
9.5,11.0,11,0,0,0.07345454545454545,0.5430672761859917,9.426
10.5,11.0,9,0,0,0.050888888888888886,0.7105854859230416,10.4
11.5,9.0,10,0,0,0.08589999999999999,0.8313553964328698,11.362
12.5,13.0,14,0,0,0.05914285714285714,0.6785637533180447,12.445
13.5,11.0,9,0,0,0.08800000000000001,0.888509930554642,13.449
14.5,11.0,12,0,0,0.06775,0.811237639205883,14.453
15.5,13.0,14,0,0,0.05557142857142857,0.6964628785462073,15.481
16.5,12.0,11,0,0,0.07672727272727274,0.7997972609842616,16.489
17.5,9.0,10,0,0,0.07529999999999999,0.6410689301534336,17.509
18.5,8.0,8,0,0,0.052750000000000005,0.6908199860732321,18.526
19.5,10.0,10,0,0,0.0551,1.260104193472146,19.416
20.5,11.0,10,0,0,0.06459999999999999,0.6797528371310522,20.393
21.5,9.0,10,0,0,0.09149999999999998,0.9625521013198799,21.391
22.5,10.0,10,0,0,0.0354,0.6166278374751818,22.432
23.5,12.0,12,0,0,0.06025,1.1569899902696603,23.435
24.5,11.0,11,0,0,0.047363636363636365,0.7666330583918568,24.496
25.5,10.0,10,0,0,0.0519,0.7546194937617904,25.403
26.5,9.0,9,0,0,0.06277777777777778,0.9408274218810445,26.381
27.5,8.0,7,0,0,0.02757142857142857,1.387253489936111,27.374
28.5,9.0,10,0,0,0.06620000000000001,1.3476562960167524,28.453
29.5,11.0,11,0,0,0.046,0.9011125238938457,29.477
30.5,10.0,9,0,0,0.034999999999999996,0.6671596816477496,30.426
31.5,10.0,9,0,0,0.024444444444444442,1.1503951890151014,31.446
32.5,10.0,10,0,0,0.0256,1.086003070562341,32.489
33.5,10.0,11,0,0,0.0910909090909091,1.0980618460586133,33.388
34.5,8.0,7,0,0,0.03742857142857143,0.9973986715925556,34.482
35.5,10.0,11,0,0,0.03445454545454546,1.184749456717755,35.424
36.5,10.0,10,0,0,0.5897,3.0325693638775313,36.427
37.5,11.0,11,0,0,0.061727272727272735,0.954968295640419,37.439
38.5,11.0,11,0,0,0.03518181818181818,0.9850236299311191,38.455
39.5,12.0,12,0,0,0.054583333333333324,1.3901613351140736,39.496
40.5,11.0,10,0,0,0.0222,0.7838930808701593,40.41
41.5,12.0,11,0,0,0.04754545454545455,0.9227668959123195,41.399
42.5,13.0,14,0,0,0.03192857142857143,1.3352754096096888,42.429
43.5,10.0,10,0,0,0.030500000000000006,1.0785118972217522,43.521
44.5,8.0,9,0,0,0.623,2.6888362660103113,44.527
45.5,11.0,9,0,0,0.04588888888888889,1.6399099431341009,45.449
46.5,10.0,10,0,0,0.0492,1.0383241699892323,46.419
47.5,11.0,12,0,0,0.020333333333333335,1.1547781157610701,47.429
48.5,13.0,13,0,0,0.46207692307692305,3.4710447350990457,48.466
49.5,10.0,10,0,0,0.04820000000000001,1.265080137820639,49.422
50.5,9.0,9,0,0,0.045,0.6395407302736961,50.435
51.5,9.0,11,0,0,0.5262727272727272,2.925207612540955,51.511
52.5,11.0,10,0,0,0.029699999999999997,0.7674749178387374,52.435
53.5,8.0,9,0,0,0.06733333333333334,0.839371727876906,53.395
54.5,11.0,9,0,0,0.018222222222222223,1.0118185458766273,54.505
55.5,10.0,10,0,0,0.028399999999999998,1.003668687501058,55.398
56.5,9.0,9,0,0,0.015444444444444446,0.5608397033173935,56.428
57.5,12.0,10,0,0,0.0228,0.6952672872093522,57.467
58.5,10.0,10,0,0,0.027100000000000003,0.8109597117288352,58.423
59.5,12.0,10,0,0,0.029100000000000004,0.7290570559199046,59.409
60.5,10.0,11,0,0,0.563,3.0173989914837613,60.417
61.5,10.0,12,0,0,0.5161666666666666,3.190450439638707,61.523
62.5,11.0,10,0,0,0.5358999999999999,2.9420250988675702,62.465
63.5,10.0,10,0,0,0.5987,2.9770240139154285,63.46
64.5,9.0,9,0,0,0.04611111111111111,1.0532284523023243,64.369
65.5,9.0,10,0,0,0.5990000000000001,3.018196908292874,65.498
66.5,11.0,10,0,0,0.046599999999999996,1.0686226057537287,66.502
67.5,13.0,16,0,0,0.6377499999999999,2.6160800419345285,67.481
68.5,13.0,13,0,0,0.03461538461538462,0.7187992960371754,68.439
69.5,9.0,10,0,0,0.6963999999999999,2.8939877076899987,69.495
70.5,8.0,7,0,0,0.02228571428571428,0.9393523048223499,70.402
71.5,11.0,11,0,0,0.021272727272727276,0.49082457034818133,71.502
72.5,12.0,11,0,0,0.025454545454545455,0.8304750300341389,72.506
73.5,11.0,11,0,0,0.03636363636363637,0.6859883380932943,73.516
74.5,10.0,9,0,0,0.043444444444444445,1.29515907369858,74.507
75.5,10.0,8,0,0,0.72525,2.737141473466489,75.411
76.5,10.0,10,0,0,0.0263,1.0845281392273487,76.484
77.5,10.0,10,0,0,0.0299,0.5707327345696583,77.496
